"""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,_data_extraction_status,_hylkäyskriteeri,_jatkotutkimusaiheet 1,_kohderyhmä,_konteksti,_mukana_tiedokeruupilotissa,_n,_perehdytyskäytännöt,_snowballing tehty,_suositukset,_test_retest,_test_retest_tarkempi_syy_hylkäykselle,_tulokset,_tutkimusmenetelmät,_tutkimustyyppi,_twiitti,_valittuKatsaukseen
7QLPMSCU,conferencePaper,2009,"Intan, N.; Amir, M.; Sakrani, S.; Afham, M.",Grooming IC Designer through apprenticeship programme,2009 IEEE Symposium on Industrial Electronics & Applications,,,10.1109/ISIEA.2009.5356408,,"The rapid growth in the microelectronics industry and the challenges increasing such as globalization, technological changes and specialization has brought about a demand for skill manpower. Therefore, the apprenticeship program in IC design which provided a comprehensive training is really significant to the industry need. The apprenticeship program was conducted at ICmic-UniKL Academy which focuses on microelectronics competency development for Malaysian in producing commercial integrated circuit (IC) products. Through this apprenticeship, apprentice was exposed to the hands-on job with entrepreneurial skills who can directly participate in microelectronics design and related industries thus closing the gap with industry requirement. A supervisory circuit with watchdog timer feature was highlighted to show one of the project carried out by the apprentice. At the end of this apprenticeship, the apprentice will able to master the skills and has necessary knowledge to become a highly competent and entrepreneurial design engineer.",2009-10,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,542-547,,,1,,,,,,,,,,,,,,,,,,,,,Industrial training; Application specific integrated circuits; Apprentice; Design engineering; Economic forecasting; Electronics industry; Globalization; IC design; Industrial electronics; Job design; Microelectronics; Software tools; supervisory circuit; watchdog timer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
7RUDZXUW,conferencePaper,2020,"Donner, Jonathan; Dean, Marissa; Osborn, Jessica; Schiff, Annabel",Platform-Led Upskilling: Marketplace Platforms as a Source of Livelihoods Training,Proceedings of the 2020 International Conference on Information and Communication Technologies and Development,978-1-4503-8762-0,,10.1145/3392561.3394629,https://doi-org.ezproxy.jyu.fi/10.1145/3392561.3394629,"Platform-led upskilling is training that marketplace platforms provide to vendors and self-employed workers, outside of an employer-employee relationship. Based on expert interviews with 15 heterogenous platforms, this study identifies platform-led upskilling as a practice worthy of further programmatic and research attention from the technology and development community. Through the interviews and accompanying landscape scan, we identify three broad approaches to platform-led upskilling—face-to-face, online, and in-workflow training moments—and several content types—platform proficiencies, financial and digital literacies, vocation-specific skills, and soft skills. This kind of training is important to current debates about digitization and the future of work because some platform-led upskilling aims to teach portable, lifelong skills, bringing platforms into the broader education landscape and potentially strengthening the social contract between platforms and vendors/workers. However, the scale at which platform-led upskilling will impact individuals and markets remains undetermined and needs further research.",2020,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,,,,,,,,ICTD2020,,,,Association for Computing Machinery,"NY, New York, USA",,,,,,,,"event-place: Guayaquil, Ecuador",,,,digital literacy; e-learning; future of work; ICT4D; ICTD; Platforms; skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
7SA8VD4R,journalArticle,2005,"Fussell, E.",Who's afraid of the engineering field?,InTech,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844503629&partnerID=40&md5=9ad1359e50f60e993ce43f0b3129cdb2,"Due to the nation's shrinking engineering labor force, fewer engineers are becoming responsible for more products. Training, apprenticeship, and mentorship opportunities will subside as engineers get more responsibility. Resurgence of the enterpreneurial spirit is one reason for the engineering decline. Engineering teams are bringing in latest technologies and using software to re-use intellectual property to automate routine work.",2005,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,57,,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
7TCNJLXA,conferencePaper,2019,"Gao, Sa; Chen, Chunyang; Xing, Zhenchang; Ma, Yukun; Song, Wen; Lin, Shang-Wei",A Neural Model for Method Name Generation from Functional Description,"2019 IEEE 26th International Conference on Software Analysis, Evolution and Reengineering (SANER)",,,10.1109/SANER.2019.8667994,,"The names of software artifacts, e.g., method names, are important for software understanding and maintenance, as good names can help developers easily understand others’ code. However, the existing naming guidelines are difficult for developers, especially novices, to come up with meaningful, concise and compact names for the variables, methods, classes and files. With the popularity of open source, an enormous amount of project source code can be accessed, and the exhaustiveness and instability of manually naming methods could now be relieved by automatically learning a naming model from a large code repository. Nevertheless, building a comprehensive naming system is still challenging, due to the gap between natural language functional descriptions and method names. Specifically, there are three challenges: how to model the relationship between the functional descriptions and formal method names, how to handle the explosion of vocabulary when dealing with large repositories, and how to leverage the knowledge learned from large repositories to a specific project. To answer these questions, we propose a neural network to directly generate readable method names from natural language description. The proposed method is built upon the encoder-decoder framework with the attention and copying mechanisms. Our experiments show that our method can generate meaningful and accurate method names and achieve significant improvement over the state-of-the-art baseline models. We also address the cold-start problem using a training trick to utilize big data in Github for specific projects.",2019-02,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:48 PM (GMT)",,414-421,,,,,,,,,,,,,,,,,,,,ISSN: 1534-5351,,,,Computational modeling; Decoding; Encoder-Decoder Model; Naming Convention; Natural languages; Predictive models; Software; Task analysis; Training; Transfer Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
7U739KEW,conferencePaper,2007,"Barnes, C.E.",The changing face of structural engineering education,New Horizons and Better Practices,,,10.1061/40946(248)30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890920426&doi=10.1061%2f40946%28248%2930&partnerID=40&md5=61735d18787ffae9b287ccc13fc2339d,"When people my age were in college, the calculator of necessity was the slide rule. From that statement, you can determine my age and that of my generation. We didn't know at the time but the use of the slide rule was preparing us as students for the life of the engineer with a great intuition as to what made sense relative to decimal point, units, and a gut sense as to the correctness of an answer. A student couldn't take forever to obtain the solution to a homework assignment or a quiz answer and there was no use for a «what if» results should I tinker with this or tinker with that. Rough approximations and rounding of numbers was a way of engineering practice. Within a very few years of starting my career as an Engineer-In-Training and then as a professional engineer Hewlett Packard produced the most amazing (slide rule) calculator. I recall waiting with anticipation as the price came down from over $700 so that I could open the piggy bank to spend $ 435 for my HP. With our background from training with the slide rule, the calculator didn't make us callus, it made us more efficient. We carried into that new electronic generation a strong background in understanding of the principals in getting it right. Then came those huge chugging main frames that produced reams of paper that no one really wanted to look through nor had the time to; we were still using approximations to make sure that we got it right. You may recall sitting in front of the key punch after you worked out your fortran code, essentially writing your own software to analyze a beam. 300 cards later, stuffed into the chugging main frame you had your «what ifs» and thought this is really great. Some of us thought that was the utmost in technology until software engineers began to produce sub routines that we could buy off the shelf and put into the mainframe. As technology ramped up and moved along it warp speed, main frames reduced to desk tops and then to lap tops and now to Black Berry size, along with new problems. Small buttons and small screens, my eye sight has gotten worse and my fingers larger, but that's another story. Education has followed suit with large computer laboratories in engineering schools that require students to work on sophisticated computer equipment having no idea how the equipment was developed, using software they have no clue as to its limitations, and all assisting in the creation of students and instructors having almost blind faith in a console. They apply «what ifs» to engineering problem until they think they've got it right. This can be somewhat unnerving for seasoned practitioners when reviewing work of new hires who have just provided a W8 steel section to span some unusual length without realizing that it is going to be like a spring board. But that being said, technology is fast coming to the engineers aide by putting warnings and flags on output that force the engineer to question what's going on. The new technology is creating in many areas a greater reliance on the black box. But is this wrong? Are we engineering relics responding or reacting in a certain way because our training and development process was different? Astronauts put their total faith in the black box. We think it unbelievable that we are seeing pictures of the surface of Mars sent to us by the Mars Lander, that as adolescences were only stories of fantasy. Every day we step into jet liners that can take off and land without any humor intervention. Bring it closer to home, lift the hood of your car and try to locate the carburetor. © 2007 American Society of Civil Engineers.",2007,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
7UUT3ZCA,conferencePaper,2018,"de León-Sigg, María; Pérez-Valenzuela, Brando J.; Vázquez-Reyes, Sodel; Villa Cisneros, Juan L.",Adaptation of the Initial Software Development Method for a Single Developer,2018 6th International Conference in Software Engineering Research and Innovation (CONISOFT),,,10.1109/CONISOFT.2018.8645955,,"Even when most software products' size needs the use of a work team to develop them, there are projects of small size that make them suitable for a single developer, who requires delivering products of high quality and minimizing failure. Those problems could be solved using Software Engineering practices. However, most of those practices are designed to satisfy projects requiring teamwork, and its adaption to single developer context is determined by developer's experience and skills. On the other hand, the Initial Software Development Method, (MIDS as in Spanish Método Inicial de Desarrollo de Software), was developed to train novice software engineers in software development, project management and teamwork practices. This method was adapted to a single developer context. Results show that MIDS can be easily adapted to be used in single developer contexts, without changing its essence.",2018-10,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,35-41,,,,,,,,,,,,,,,,,,,,,,,,Documentation; Software; Software engineering; Information systems; Initial Software Development Method (MIDS); Planning; Proposals; single developer; software practices; software process adaptation; Teamwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
7VQ49ZIU,conferencePaper,2017,"Fontdevila, Diego",Tales from an Agile Journey: Designing Curricula for Millennials in Industry and Academia,2017 IEEE/ACM 1st International Workshop on Software Engineering Curricula for Millennials (SECM),,,10.1109/SECM.2017.11,,"The traditional role of the teacher as holder of all wisdom has been put in question, at least in some circles, in the last few years. Changes brought on by Millennials, a new generation of students both eager to collaborate and restless, the ubiquitous overflow of information, the rise of agility, the proliferation of new teaching methodologies, and profound shifts in technology have generated alternatives and challenged us teachers to do our work differently. The theories behind these changes is are decades old, but only with the convergence of these factors do we begin to see a shift in centuries old structures of teaching practice, both in industry and academia. In this talk, I will share my experience and that of my peers in teaching and designing curricula in industry and academia, and how our own learnings from the agile community have influenced both content and form in the design of software engineering programs and courses. I will discuss entry-level software engineering programs for large companies and agile/technology training in both industry and computer science programs. I will describe (1) how the organizations to which I belong have faced the challenges of articulating different courses in a university program for innovation, (2) a university-wide cross-functional team of facilitators to help students navigate their way through the curriculum, (3) applications of active learning methodologies in both industry and university, and (4) the deployment of the inverted curriculum throughout a computer engineering program.",2017-05,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,2-2,,,,,,,,,,,,,,,,,,,,,,,,agile software development; Software; Software engineering; Companies; Industries; Training; Sociology; millennials; software engineering curricula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ei alkuperäinen tutkimus (vaan esim. puhe tai kokonainen journal tai pohdinta),,,,,,,No,,,,,,,Onko tutkimus vai joku puhe?,
7XSQQCNJ,conferencePaper,1988,,"Proceedings of the 6th Annual International Conference on Systems Documentation, SIGDOC 1988","Proceedings of the 6th Annual International Conference on Systems Documentation, SIGDOC 1988",,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036527663&partnerID=40&md5=4b335f928261557636a22bc6a0dd1eee,"The proceedings contain 17 papers. The topics discussed include: bridging the moat: helping training and documentation to work together; communicating with icons as computer commands; ban the book? interactive documentation and the writer's responsibility for the human/machine interface; documentation - the good, the bad and the ugly; an integrated approach to documentation retrieval using a spires database; justifying the cost of new computers for documentation; expectations and experiences with Hypercard: a pilot study; letting software engineers do software engineering or freeing software engineers from the shackles of documentation; is universal document exchange in our future?; guesswork and common sense: the alphabetic reference design process for Microsoft works; case study: reorganizing the document production unit; SYMPLE, an icon-based computer language; textual and visual access to a computer by people who know nothing about it; the novice user enters the discourse community: implications for technical writers; managing economics with desktop publishing; and twentieth-century American poetry: proposal for a HyperCourse.",1988,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,,,,,,,,,,,,"Association for Computing Machinery, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liian vanha,,,,,,,No,,,,,,,,
7YA6ELB4,conferencePaper,2018,"Gossen, Frederik; Kühn, Dennis; Margaria, Tiziana; Lamprecht, Anna-Lena",Computational Thinking: Learning by Doing with the Cinco Adventure Game Tool,2018 IEEE 42nd Annual Computer Software and Applications Conference (COMPSAC),,,10.1109/COMPSAC.2018.00175,,"Aspiring software developers, like the novice students in Computer Science courses, need to acquire a thorough understanding of fundamental computational concepts like sequential execution, conditional branching, loops, modularisation, hierarchy and reuse. This understanding and ""computational thinking"" is deepened when they encounter the concepts in different contexts and environments, as opposed to only in one traditional programming language. In this paper, we describe how we used the Cinco Adventure Game Tool, a tool that allows students to model simple browser games in an intuitive graphical framework, to train basic computational concepts in a creative and engaging, learning-by-doing fashion. On purpose, we steered away from traditional programming languages, in order to separate the use of the concepts and constructs from the hurdle of a programming language syntax and development environment. The experiences with a large group of first-term Computer Science students in two successive years were very positive: The students had no problems in understanding and using the concepts, used the tool proficiently and enjoyed designing and modelling the games. Working together on a game project in small groups, they showed sustained engagement, developed a high level of confidence, and created quite complex games containing various fundamental computational constructs.",2018-07,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,990-999,,,01,,,,,,,,,,,,,,,,,ISSN: 0730-3157,,,,Software; Computer science education; Education; Tools; Computational modeling; Games; Unified modeling language; Computational thinking; Model-driven development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
7YN2JMN6,journalArticle,2019,"Skriptsova, E.; Voronova, E.; Danilova, E.; Bakhitova, A.",Analysis of Newcomers Activity in Communicative Posts on GitHub,Communications in Computer and Information Science,,,10.1007/978-3-030-37858-5_38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078542326&doi=10.1007%2f978-3-030-37858-5_38&partnerID=40&md5=0789f33deac7866338ee5a53e3495bc4,"GitHub is a large platform that allows developers to host repositories with code and collaborate on various projects. With the development and expansion of open-source software (OSS) many researchers focused on various aspects of such open-source communities. Due to the availability of a wide range of projects, newcomers have an opportunity to be involved in ones that differ in terms of skills and experience required. However, new developers often face some barriers during the onboarding process. The aim of the current paper is to investigate relations towards newcomers through sentiment analysis of comments they receive in issues and pull requests in repositories of top-10 open source projects by contributor count and top-10 fastest growing open source projects based on The State of the Octoverse 2018 report by GitHub. By applying sentiment analysis we focus on differences between reactions to contributions of ‘old’ and ‘new’ developers, and find that while the majority of comments is rated as neutral, the amount of negativity is slightly higher for newcomers. © 2019, Springer Nature Switzerland AG.",2019,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,452-460,,,1038 CCIS,,,,,,,,,,,,,,,,,Publisher: Springer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,kyllä,OSS,,,,,
83M547XR,conferencePaper,2021,"Elder, Sarah E.; Zahan, Nusrat; Kozarev, Val; Shu, Rui; Menzies, Tim; Williams, Laurie",Structuring a Comprehensive Software Security Course around the OWASP Application Security Verification Standard,Proceedings of the 43rd International Conference on Software Engineering: Joint Track on Software Engineering Education and Training,978-0-7381-3320-1,,10.1109/ICSE-SEET52601.2021.00019,https://doi-org.ezproxy.jyu.fi/10.1109/ICSE-SEET52601.2021.00019,"Lack of security expertise among software practitioners is a problem with many implications. First, there is a deficit of security professionals to meet current needs. Additionally, even practitioners who do not plan to work in security may benefit from increased understanding of security. The goal of this paper is to aid software engineering educators in designing a comprehensive software security course by sharing an experience running a software security course for the eleventh time. Through all the eleven years of running the software security course, the course objectives have been comprehensive - ranging from security testing, to secure design and coding, to security requirements to security risk management. For the first time in this eleventh year, a theme of the course assignments was to map vulnerability discovery to the security controls of the Open Web Application Security Project (OWASP) Application Security Verification Standard (ASVS). Based upon student performance on a final exploratory penetration testing project, this mapping may have increased students' depth of understanding of a wider range of security topics. The students efficiently detected 191 unique and verified vulnerabilities of 28 different Common Weakness Enumeration (CWE) types during a three-hour period in the OpenMRS project, an electronic health record application in active use.",2021,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,95–104,,,,,,,ICSE-JSEET '21,,,,IEEE Press,,,,,,,,,"event-place: Virtual Event, Spain",,,,computer and information science education; industry-standards; security and protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
868VRQM9,conferencePaper,2021,"Zhao, Jiahao; Wei, Penghui; Mao, Wenji",Robust Neural Text Classification and Entailment via Mixup Regularized Adversarial Training,Proceedings of the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval,978-1-4503-8037-9,,10.1145/3404835.3463122,https://doi-org.ezproxy.jyu.fi/10.1145/3404835.3463122,"Recent studies show that neural models for natural language processing are usually fragile under adversarial attacks (e.g., character-level insertion and word-level synonym substitution), which exposes the lack of robustness. Most defense techniques are tailored to specific semantic level attacks and do not possess the ability to mitigate multi-level attack simultaneously. Adversarial training has been shown the effectiveness of increasing model robustness. However, it often suffers from degradation on normal data, especially when the proportion of adversarial examples increase. To address this, we propose mixup regularized adversarial training (MRAT) against multi-level attack. Our method can utilize multiple adversarial examples to increase model intrinsic robustness without sacrificing the performance on normal data. We evaluate our method on text classification and entailment tasks. Experimental results on different text encoders (BERT, LSTM and CNN) with multi-level attack show that our method outperforms adversarial training consistently.",2021,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,1778–1782,,,,,,,SIGIR '21,,,,Association for Computing Machinery,"NY, New York, USA",,,,,,,,"event-place: Virtual Event, Canada",,,,adversarial robustness; adversarial training; mixup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
87RZJGUA,journalArticle,1992,"Diehl, E.W.",Participatory simulation software for managers: The design philosophy behind MicroWorld Creator,European Journal of Operational Research,,,10.1016/0377-2217(92)90017-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026867891&doi=10.1016%2f0377-2217%2892%2990017-4&partnerID=40&md5=e159b823421b89be57490c9d800af3ca,"MicroWorld Creator, an interface design software, enables the novice to interact with simulations in an exploratory capacity. MicroWorld Creator facilitates experiential learning by making simulations more participatory in two important ways: it increases the user's control over the input to the simulation, and it displays output in formats that are familiar to the user. The software encourages repeated exploration of simulation models by providing a consistent environment that enables simulation users to orient themselves quickly when moving from one simulation to the next and enables simulation developers to create different simulation interfaces in a short amount of time. © 1992.",1992,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,210-215,,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liian vanha,,,,,,,No,,,,,,,,
887MUMMH,journalArticle,2020,"Yang, Hemin; Riley, George F.; Blough, Douglas M.",STEREOS: Smart Table EntRy Eviction for OpenFlow Switches,IEEE Journal on Selected Areas in Communications,,1558-0008,10.1109/JSAC.2019.2959184,,"Software-defined networking (SDN) is fundamentally changing the way networks operate, enabling programmable and flexible network management and configuration. As the de facto standard southbound interface of SDN, OpenFlow defines how the control plane interacts with the data forwarding plane. In OpenFlow, flow tables play a significant role in packet forwarding. However, the size of the flow table is limited due to power, cost, and silicon area constraints and capacity-limited tables cannot hold all of the active flows in medium-to-large-scale SDN networks. Thus, when a flow table reaches capacity, an intelligent eviction strategy, which efficiently manages the limited flow table resource, is critical. In this paper, we propose Smart Table EntRy Eviction for OpenFlow Switches (STEREOS), which uses machine learning to classify flow entries as active or inactive and forms the basis for intelligent eviction. Trace-driven simulations demonstrate that STEREOS increases flow table usage by more than 50% and reduces incorrect flow entry evictions by up to 78%, compared with the dominant Least Recently Used eviction policy. Moreover, packet-level simulations of a datacenter network demonstrate that STEREOS can greatly reduce the control overhead, increase overall network throughput by 19%, and reduce packet loss rate by 70%.",2020-02,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,377-388,,2,38,,,,,,,,,,,,,,,,,,,,,machine learning; Training; Computational modeling; Data models; Machine learning; Predictive models; Control systems; Data centers; Flow table eviction; OpenFlow switch; software-defined networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
8926LST8,journalArticle,2020,"Shynkarenko, V.; Zhevaho, O.",DEVELOPMENT OF A TOOLKIT FOR ANALYZING SOFTWARE DEBUGGING PROCESSES USING THE CONSTRUCTIVE APPROACH,Eastern-European Journal of Enterprise Technologies,,,10.15587/1729-4061.2020.215090,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098509039&doi=10.15587%2f1729-4061.2020.215090&partnerID=40&md5=f15977379e27cddf3eef1b168ed163de,"Constructive-synthesizing modeling and the Process Mining methods in a toolkit to monitor and analyze the software debugging process were applied. Methods for monitoring the development and debugging processes are the basis for improving the level of practical training of students, reducing the time that is used irrationally in the process of software development by a student, and in monitoring the processes of performance of tasks by a teacher. The process of software debugging is seen as a sequence of actions when dealing with relevant tools. Using the methodology of constructive-synthesizing modeling, a constructor for forming a debugging actions log was developed. Based on the constructive model, the extension to the integrated development environment (IDE) Microsoft Visual Studio, in which all debugging actions are recorded in an event log, was designed. During debugging in the IDE, event logs are collected and then a conformance checking of these logs with regard to the reference model is performed. To do this, the ProM (Eindhoven Technical University, Netherlands), a platform for Process Mining methods, is used. By checking compliance, it is possible to compare different debugging processes and recognize behavioral similarities and differences. The main purpose of the developed toolkit is to collect debugging actions from the developer's IDE. By better understanding how students grasp and deal with errors, one can help novices learn to program. Knowing how programmers debug can encourage researchers to develop more practically directed methods, enable teachers to improve their debugging curricula and allow tool developers to adapt the debugger to the actual needs of users. It is practically suggested to use the prepared tools in the software engineering course © 2020. All Rights Reserved.",2020,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,29-38,,2-107,5,,,,,,,,,,,,,,,,,Publisher: Technology Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
8CJ82SVW,conferencePaper,1998,"Rodriguez, Jorge; Ridge, James; Dickinson, Amy; Whitwam, Ronald",CAD training using interactive computer sessions,ASEE Annual Conference Proceedings,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032299261&partnerID=40&md5=8fc977b6c9eaa776d91f91db1492ad27,"This project addresses the need to train CAD users on proper modeling methodology. New CAD software empowers designers with the flexibility of parametric or variational design. These feature-based parametric modeling packages allow modification of a solid model by changing its dimensional parameters; however, incorrect modeling methodology may cause failure in the design stage. Failures occur when modified dimensions cause a conflict within the geometry of the model. An option being used is to train designers on capturing the Design Intent of a system through proven techniques in the modeling process. This training is based on interactive computer sessions that guide the designer and allow him/her to explore what-if scenarios. This project sought to identify proven techniques in the modeling process for capturing the Design Intent of mechanical systems. The familiar components of a bicycle provided a basis for exploration. Pro/Engineer software was used in this study. Nine lessons were created and tested by professionals. Beta testing was conducted at Steelcase-Chair Division with positive feedback from novice and advanced CAD users.",1998,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:47 PM (GMT)",,6pp,,,,,,,,,,,"ASEE, Washington, DC, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liian vanha,,,,,,,No,,,,,,,,
8DIUZFWS,journalArticle,2022,"Wiggberg, Mattias; Gobena, Elina; Kaulio, Matti; Glassey, Richard; Bälter, Olle; Hussain, Dena; Guanciale, Roberto; Haller, Philipp",Effective Reskilling of Foreign-Born People at Universities - The Software Development Academy,IEEE Access,,2169-3536,10.1109/ACCESS.2022.3152194,,"Contribution: An intensive three-month educational program can be used for rapid integration of foreign-born people into the IT industry. A novel method for integrating industrial needs with the practical parts of a bachelor’s Computer Science program. Background: The program was motivated by (1) the societal need to increase the meaningful integration of immigrants into the workforce, and (2) the demand for IT specialists in the IT labor market. Intended outcomes: An effective intensive software developer program with a high level of industrial integration and a working matching model for employment. Application design: The program consists of three different phases; recruitment of participants, training and job matching. The training is divided into six modules using five different teaching methods. An evaluation model, based on passive and active data, is implemented with fast learning loops for teachers and participants. Findings: The program has been run seven times with 263 unemployed participants of different nationalities. On average 82.6 percent of the participants found employment in the IT industry within 5 months of the course ending. Female participants are in the majority and are more successful in securing employment. The findings suggest that it was possible to rapidly prototype and deliver an advanced reskilling program within a university setting and use it as a positive method to support newcomers find meaningful work that has a direct benefit for the local IT industry, as well as for the wider society.",2022,"December 22, 2022 12:47 PM (GMT)","December 22, 2022 12:50 PM (GMT)",,24556-24565,,,10,,,,,,,,,,,,,,,,,,,,,Accelerated learning; career development; Companies; computer science education; computer-aided instruction; curricula development; Education; Employment; Industries; lifelong learning; Recruitment; Software; Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muu aihe,,,,,,,No,,,,,,,,
